dataset,action_id,epoch,moderator_id,target_user_id,action_type,policy_handle,planID,statusID,message_id
facebook,748,12,2037,1210,takedown,P-takedown,planC,8474efcae6319ae4,cb8ca48e08cfc2884263
facebook,749,10,1613,3735,takedown,P-takedown,planA,6d616c2bcc0be5b8,03d18e482a7e68caa6ef
facebook,750,11,1577,58,takedown,P-takedown,planB,195d230130b98480,9dad05d0223a2dc42d74
facebook,751,2,1917,1047,takedown,P-takedown,planB,17bced320353f70f,a08ddc666b8087280fb3
facebook,752,1,1986,1338,takedown,P-takedown,planA,f73645e8cf7d0fef,46ea5a24121f25c6efb4
facebook,753,10,1391,2961,restrict,P-restrict,planA,6d616c2bcc0be5b8,3399e2da97f0844c5010
facebook,754,5,1577,3543,ban,P-ban,planB,3d7ea8e5ddb288d9,f603b605eeaec1bd6f65
facebook,755,5,2244,3760,restrict,P-restrict,planB,3d7ea8e5ddb288d9,acb595c7684b5d93e1fd
facebook,756,2,2356,470,restrict,P-restrict,planB,17bced320353f70f,5b69cee8a8baa88168f6
facebook,757,6,2200,2008,takedown,P-takedown,planC,0f6b668bf9c9d1de,e0dd0dd90b5b9f120d01
facebook,758,5,1352,3963,takedown,P-takedown,planB,3d7ea8e5ddb288d9,e90420be3c29c5717015
facebook,759,1,2142,1769,escalate,P-escalate,planA,f73645e8cf7d0fef,051e5118920dbe0cd368
facebook,760,5,2081,3297,takedown,P-takedown,planB,3d7ea8e5ddb288d9,18eaabd6c71c4f815bc4
facebook,761,4,2549,1342,takedown,P-takedown,planA,1a11d4f64cd4121c,51a763ddf4f05eeed5a8
facebook,762,3,1390,858,takedown,P-takedown,planC,6ca48bc823743a7b,7c963cde8e0b998b6aff
facebook,763,8,2005,1408,ban,P-ban,planB,49b6007c26d9c7c3,3c504070f1c1598ecac5
facebook,764,1,2604,3663,ban,P-ban,planA,f73645e8cf7d0fef,b21187ac56ddcbd05029
facebook,765,5,2428,2082,override,P-override,planB,3d7ea8e5ddb288d9,66b8beccbb3842d41b71
facebook,766,1,2423,2995,override,P-override,planA,f73645e8cf7d0fef,99504e7272f0ae1090d0
facebook,767,5,2543,489,restrict,P-restrict,planB,3d7ea8e5ddb288d9,3211af1a8782db97158d
facebook,768,5,1622,471,takedown,P-takedown,planB,3d7ea8e5ddb288d9,c4552fd280976f4feda6
facebook,769,5,2354,1187,restrict,P-restrict,planB,3d7ea8e5ddb288d9,4bf1f1b864214067f7c0
facebook,770,9,2142,3926,takedown,P-takedown,planC,a2c17524f1000642,1fc9f3641d3daa1f4bf3
facebook,771,4,2410,3964,takedown,P-takedown,planA,1a11d4f64cd4121c,34b21da1c64ddaaaa138
facebook,772,5,1983,2314,override,P-override,planB,3d7ea8e5ddb288d9,2e5c212e731080de9700
facebook,773,5,2040,772,takedown,P-takedown,planB,3d7ea8e5ddb288d9,6a3ce72ab1936e7c0d3b
facebook,774,2,2369,1520,override,P-override,planB,17bced320353f70f,e8ac1e3b3ef0a1218238
facebook,775,11,2500,3591,escalate,P-escalate,planB,195d230130b98480,fc90433777f7529714d3
facebook,776,12,2139,176,restrict,P-restrict,planC,8474efcae6319ae4,e65674d5af695e62d613
facebook,777,11,2625,312,takedown,P-takedown,planB,195d230130b98480,f864a67a338a4d439436
facebook,778,12,2354,3167,restrict,P-restrict,planC,8474efcae6319ae4,bdfe5a12b408a3f41fd4
facebook,779,9,2630,3600,restrict,P-restrict,planC,a2c17524f1000642,3cf30a16ea4cf49a1a22
facebook,780,9,2326,797,escalate,P-escalate,planC,a2c17524f1000642,bb8a5230606aedca2e39
facebook,781,6,2121,2720,ban,P-ban,planC,0f6b668bf9c9d1de,2090a8242806cc2e899a
facebook,782,9,2199,1133,takedown,P-takedown,planC,a2c17524f1000642,f67a302aa6e1d68cd319
facebook,783,4,1938,1587,override,P-override,planA,1a11d4f64cd4121c,1f4dea9c4f930799b943
facebook,784,2,1663,2086,ban,P-ban,planB,17bced320353f70f,6356fa802b4a380a4f5b
facebook,785,6,2374,3058,ban,P-ban,planC,0f6b668bf9c9d1de,e418f711da437edd830b
facebook,786,4,2244,3770,override,P-override,planA,1a11d4f64cd4121c,9d21e976c5d9d664471e
facebook,787,2,2328,2311,override,P-override,planB,17bced320353f70f,08ee1092b1c52008fa61
facebook,788,5,2551,957,restrict,P-restrict,planB,3d7ea8e5ddb288d9,112e626497eed71287d9
facebook,789,8,2590,521,takedown,P-takedown,planB,49b6007c26d9c7c3,dbae48d78b33a3dd83d0
facebook,790,4,2283,3734,ban,P-ban,planA,1a11d4f64cd4121c,87b45d306de6ba70cc3f
facebook,791,9,2560,2522,takedown,P-takedown,planC,a2c17524f1000642,dd3eb0de452d0f3a5167
facebook,792,2,2172,3258,takedown,P-takedown,planB,17bced320353f70f,43d6b45b1d2c637a8b4a
facebook,793,7,2655,709,ban,P-ban,planA,d25a00e131ed5055,74ed346fc426e0403e79
facebook,794,5,2578,1392,ban,P-ban,planB,3d7ea8e5ddb288d9,f5039f481556b9fa6641
facebook,795,1,1516,3926,escalate,P-escalate,planA,f73645e8cf7d0fef,da016f0bde75441e27eb
facebook,796,12,2339,988,restrict,P-restrict,planC,8474efcae6319ae4,bcf7aa10bbab7b3d7065
facebook,797,9,2104,2120,escalate,P-escalate,planC,a2c17524f1000642,eb5ef02bd74975eb5760
facebook,798,7,2133,1654,ban,P-ban,planA,d25a00e131ed5055,298db3f928e73d4ade7f
facebook,799,6,2655,3864,restrict,P-restrict,planC,0f6b668bf9c9d1de,31d774cc30460f2ecb86
facebook,800,12,2199,13,takedown,P-takedown,planC,8474efcae6319ae4,bd4fa25b5c452d3cb811
facebook,801,3,925,50,ban,P-ban,planC,6ca48bc823743a7b,cc932853c5244c24f7df
facebook,802,6,2381,1905,ban,P-ban,planC,0f6b668bf9c9d1de,061f348a59785dfbd526
facebook,803,8,2253,1695,override,P-override,planB,49b6007c26d9c7c3,ea1dcb330826174439b2
facebook,804,8,2381,355,override,P-override,planB,49b6007c26d9c7c3,401f136ff3371183d226
facebook,805,12,946,935,takedown,P-takedown,planC,8474efcae6319ae4,6f83548c44eab33d93ea
facebook,806,9,1610,2515,takedown,P-takedown,planC,a2c17524f1000642,61ffb65bafe5c45a1070
facebook,807,10,2559,3569,ban,P-ban,planA,6d616c2bcc0be5b8,be1cbda3318fcb518d52
facebook,808,9,2290,133,ban,P-ban,planC,a2c17524f1000642,2e13055a8aa3ee90439b
facebook,809,1,1730,3523,ban,P-ban,planA,f73645e8cf7d0fef,0305fcfb69ecb747e9f4
facebook,810,11,2220,2740,override,P-override,planB,195d230130b98480,f8b39c4877218010c7e1
facebook,811,7,2299,3872,escalate,P-escalate,planA,d25a00e131ed5055,2d7035362b46ea4c693e
facebook,812,9,2553,3423,takedown,P-takedown,planC,a2c17524f1000642,cbe9425bf2643a14a3db
facebook,813,8,1730,2417,takedown,P-takedown,planB,49b6007c26d9c7c3,4717d879059bd424d266
facebook,814,9,1211,2703,ban,P-ban,planC,a2c17524f1000642,8a2f49a14223b1eaa927
facebook,815,4,2324,699,takedown,P-takedown,planA,1a11d4f64cd4121c,4b554ad9d588c5b8d0d7
facebook,816,8,2276,2715,takedown,P-takedown,planB,49b6007c26d9c7c3,d8b4a4b67ec73c685eda
facebook,817,10,2374,3790,takedown,P-takedown,planA,6d616c2bcc0be5b8,27295bc7a787dc6b0108
facebook,818,10,2240,1077,ban,P-ban,planA,6d616c2bcc0be5b8,8dd269c44e4d5b0128ff
facebook,819,3,2093,270,takedown,P-takedown,planC,6ca48bc823743a7b,d149b1732878ff12e7ca
facebook,820,11,1431,1780,override,P-override,planB,195d230130b98480,51cff767846be34e5e43
facebook,821,8,1431,2720,restrict,P-restrict,planB,49b6007c26d9c7c3,59fc6764cce8ef6e1163
facebook,822,11,2069,3446,takedown,P-takedown,planB,195d230130b98480,89244706b00ff0304804
facebook,823,10,1399,855,ban,P-ban,planA,6d616c2bcc0be5b8,03d18379c67b74b46ef9
facebook,824,5,2064,1564,takedown,P-takedown,planB,3d7ea8e5ddb288d9,43718fe587d60211d186
facebook,825,10,1589,2180,takedown,P-takedown,planA,6d616c2bcc0be5b8,77bdb82660c77ed5fa51
facebook,826,9,475,1965,restrict,P-restrict,planC,a2c17524f1000642,b57726599ddf20c57056
facebook,827,1,2369,248,takedown,P-takedown,planA,f73645e8cf7d0fef,4619e71be1c8fd7c806b
facebook,828,3,1714,1320,ban,P-ban,planC,6ca48bc823743a7b,9389baf1650804939159
facebook,829,10,2520,1022,restrict,P-restrict,planA,6d616c2bcc0be5b8,c2b08ec024ba89ed6e87
facebook,830,8,1979,1665,override,P-override,planB,49b6007c26d9c7c3,30f0e00e293b964ec45f
facebook,831,10,2598,327,override,P-override,planA,6d616c2bcc0be5b8,d826fbc058efd91d4a6a
facebook,832,7,2624,1561,escalate,P-escalate,planA,d25a00e131ed5055,46d456a00824b10d1d24
facebook,833,1,2410,1217,restrict,P-restrict,planA,f73645e8cf7d0fef,bf79b6bad6b722ef34eb
facebook,834,5,2276,1034,takedown,P-takedown,planB,3d7ea8e5ddb288d9,4dc31239f592d4a3365c
facebook,835,2,2414,149,ban,P-ban,planB,17bced320353f70f,7c41ea405792121701f6
facebook,836,2,2619,47,restrict,P-restrict,planB,17bced320353f70f,18f30cc3c71ae8025e3f
facebook,837,3,2240,1542,ban,P-ban,planC,6ca48bc823743a7b,3f1bc9b961bc05bbd560
facebook,838,6,1918,1159,takedown,P-takedown,planC,0f6b668bf9c9d1de,b89813b039c5dfd619d2
facebook,839,8,1718,2562,takedown,P-takedown,planB,49b6007c26d9c7c3,b520b70d67a229e139ac
facebook,840,10,2140,3456,takedown,P-takedown,planA,6d616c2bcc0be5b8,ffaf60bb2dacd4cd09fd
facebook,841,11,2549,2438,takedown,P-takedown,planB,195d230130b98480,d389d9f710a7d6341917
facebook,842,5,2240,1837,takedown,P-takedown,planB,3d7ea8e5ddb288d9,4afabc5d484d7423b7ff
facebook,843,10,1577,3395,override,P-override,planA,6d616c2bcc0be5b8,5a820eb8e9d3a1d7aaad
facebook,844,9,483,2877,ban,P-ban,planC,a2c17524f1000642,ead9771b4ff97d206d89
facebook,845,6,2276,1524,override,P-override,planC,0f6b668bf9c9d1de,b2e742ba80367dd2dedb
facebook,846,1,1984,1208,takedown,P-takedown,planA,f73645e8cf7d0fef,8e5bea313a7e1c5394e8
facebook,847,1,1946,1411,ban,P-ban,planA,f73645e8cf7d0fef,3941acdcc17f6537d65f
facebook,848,2,2578,2636,override,P-override,planB,17bced320353f70f,e4a078cf9e7b0f79fee6
facebook,849,2,2559,3597,override,P-override,planB,17bced320353f70f,33f9a53d0d04361b320f
facebook,850,2,2578,2320,override,P-override,planB,17bced320353f70f,653fe6b18fa9b67a3d49
facebook,851,6,2598,2501,override,P-override,planC,0f6b668bf9c9d1de,14d0a0d108d30f44210c
facebook,852,4,2604,3374,takedown,P-takedown,planA,1a11d4f64cd4121c,91664e145554a67d1829
facebook,853,7,2549,1151,escalate,P-escalate,planA,d25a00e131ed5055,b011b9d4a090af2152ba
facebook,854,12,2381,2622,escalate,P-escalate,planC,8474efcae6319ae4,d0021e97a223a8ef14ed
facebook,855,1,483,1747,takedown,P-takedown,planA,f73645e8cf7d0fef,673ecaf71159b504d461
facebook,856,7,2218,1252,takedown,P-takedown,planA,d25a00e131ed5055,d078a78727f987f14850
facebook,857,8,1813,2471,override,P-override,planB,49b6007c26d9c7c3,9d7c80258997b56598a9
facebook,858,12,1431,1296,takedown,P-takedown,planC,8474efcae6319ae4,6f860c62b455ecabefe5
facebook,859,5,2354,3334,ban,P-ban,planB,3d7ea8e5ddb288d9,9412ed3d475c5ab9cfd4
facebook,860,11,2108,2116,takedown,P-takedown,planB,195d230130b98480,5d0b6d78edaa1dcbe411
facebook,861,6,2054,1342,ban,P-ban,planC,0f6b668bf9c9d1de,8490ad882bece611fcc5
facebook,862,2,428,1445,ban,P-ban,planB,17bced320353f70f,79cc9c135181612fe33e
facebook,863,3,2324,1249,ban,P-ban,planC,6ca48bc823743a7b,9b4f3624e450ac27a73a
facebook,864,12,2266,914,ban,P-ban,planC,8474efcae6319ae4,b7fbf6d2f601e3097593
facebook,865,7,2409,62,escalate,P-escalate,planA,d25a00e131ed5055,38d4f1dd1dbf0cd2274e
facebook,866,3,1888,1047,restrict,P-restrict,planC,6ca48bc823743a7b,f66a41cc4239dd3e0035
facebook,867,4,1979,2809,ban,P-ban,planA,1a11d4f64cd4121c,c5092c6941bba96a5819
facebook,868,12,2276,267,takedown,P-takedown,planC,8474efcae6319ae4,a1887e2781a28513aa75
facebook,869,10,2150,3374,escalate,P-escalate,planA,6d616c2bcc0be5b8,450170e940840d7c5aa2
facebook,870,1,2352,3491,override,P-override,planA,f73645e8cf7d0fef,3603491d89d952063fb9
facebook,871,11,1768,2817,ban,P-ban,planB,195d230130b98480,20c82a8b6ffde3f394b5
facebook,872,12,1078,3296,takedown,P-takedown,planC,8474efcae6319ae4,e432410f5921c5f08d7a
facebook,873,9,993,1815,ban,P-ban,planC,a2c17524f1000642,e94176943bd3edc57a7c
facebook,874,1,2253,1991,ban,P-ban,planA,f73645e8cf7d0fef,ad4232e49b5ac9f97a72
facebook,875,5,2112,2816,restrict,P-restrict,planB,3d7ea8e5ddb288d9,585276927e6c32896418
facebook,876,5,1610,3859,takedown,P-takedown,planB,3d7ea8e5ddb288d9,ebcae4a3d651cd97de21
facebook,877,3,1184,3611,takedown,P-takedown,planC,6ca48bc823743a7b,692214811c80978a252a
facebook,878,11,2037,1408,takedown,P-takedown,planB,195d230130b98480,164ffabb8e7e341c7a6e
facebook,879,10,2323,3448,override,P-override,planA,6d616c2bcc0be5b8,f13ece9ea6328debbef4
facebook,880,10,2376,3630,takedown,P-takedown,planA,6d616c2bcc0be5b8,70abb369501056a598a4
facebook,881,7,2598,4023,takedown,P-takedown,planA,d25a00e131ed5055,20fccca70c71ef965f9a
facebook,882,5,2266,214,takedown,P-takedown,planB,3d7ea8e5ddb288d9,647717cab60a7c1a99a3
facebook,883,7,2037,3379,takedown,P-takedown,planA,d25a00e131ed5055,447bcfaf3b749ba950bb
facebook,884,11,2172,3388,ban,P-ban,planB,195d230130b98480,12bbf4ef4e6f1537d29a
facebook,885,10,2564,3348,takedown,P-takedown,planA,6d616c2bcc0be5b8,d5da5d783f2b4ba0b4c2
facebook,886,2,2059,1453,restrict,P-restrict,planB,17bced320353f70f,d7b54a88389390adfa7c
facebook,887,6,1746,415,override,P-override,planC,0f6b668bf9c9d1de,534f936c9eb1f402f0ad
facebook,888,5,1888,472,override,P-override,planB,3d7ea8e5ddb288d9,04b0dbf2653da218a419
facebook,889,6,2104,3160,ban,P-ban,planC,0f6b668bf9c9d1de,3065790506a958bcf88e
facebook,890,8,1979,1719,takedown,P-takedown,planB,49b6007c26d9c7c3,fffab3f9e26d52772c38
facebook,891,10,2200,660,escalate,P-escalate,planA,6d616c2bcc0be5b8,7d80675e9916c8bce185
facebook,892,4,2602,1852,ban,P-ban,planA,1a11d4f64cd4121c,70b120ec42290d816051
facebook,893,4,1979,1335,escalate,P-escalate,planA,1a11d4f64cd4121c,b4fe84b196b0e818a71e
facebook,894,11,1718,2774,takedown,P-takedown,planB,195d230130b98480,ed623e93d789a9704bd3
facebook,895,6,2131,1097,escalate,P-escalate,planC,0f6b668bf9c9d1de,a81cd6ab5c10bf486eaa
facebook,896,7,2139,3080,ban,P-ban,planA,d25a00e131ed5055,a89b7df23508638b759d
facebook,897,1,2408,2641,override,P-override,planA,f73645e8cf7d0fef,e7e2b9b68ca92dd6baa3
facebook,898,8,1522,2158,restrict,P-restrict,planB,49b6007c26d9c7c3,767d25deadfffc6d574f
facebook,899,8,1804,3585,escalate,P-escalate,planB,49b6007c26d9c7c3,86f955f9491d2d3ddd50
facebook,900,8,1078,929,takedown,P-takedown,planB,49b6007c26d9c7c3,3238e3655b97a760ce0f
facebook,901,7,2586,554,ban,P-ban,planA,d25a00e131ed5055,82c573aeac911cc5f19e
facebook,902,1,2201,997,escalate,P-escalate,planA,f73645e8cf7d0fef,3fd9df9e0a9a3dfb9f3c
facebook,903,12,1984,1550,override,P-override,planC,8474efcae6319ae4,223ebe370ff3e705e7b2
facebook,904,4,2190,1635,ban,P-ban,planA,1a11d4f64cd4121c,e54408dc4272773a9441
facebook,905,12,2586,1196,takedown,P-takedown,planC,8474efcae6319ae4,f1df9125ac35de04405b
facebook,906,6,2630,649,override,P-override,planC,0f6b668bf9c9d1de,3170f5c943cac507efa6
facebook,907,11,1199,2307,ban,P-ban,planB,195d230130b98480,f1cc5b2b07663986974a
facebook,908,5,2045,2137,takedown,P-takedown,planB,3d7ea8e5ddb288d9,a8d4379372246fee765f
facebook,909,2,2354,2157,takedown,P-takedown,planB,17bced320353f70f,2200d32085c9bffbe607
facebook,910,8,2381,1771,restrict,P-restrict,planB,49b6007c26d9c7c3,a19d7c1e6fe1a20ce32e
facebook,911,10,2104,317,restrict,P-restrict,planA,6d616c2bcc0be5b8,803157fedbfc49530e3d
facebook,912,6,2095,329,takedown,P-takedown,planC,0f6b668bf9c9d1de,e44fb5d7309e8fd80d8c
facebook,913,11,2074,3443,override,P-override,planB,195d230130b98480,b03160bb5d88a15595ad
facebook,914,5,1971,745,ban,P-ban,planB,3d7ea8e5ddb288d9,3ee553404ed1b58ed3b9
facebook,915,9,2374,3515,escalate,P-escalate,planC,a2c17524f1000642,aefce2944b1c8def2f04
facebook,916,7,1399,2337,takedown,P-takedown,planA,d25a00e131ed5055,c2158fe6de340c6117da
facebook,917,7,2090,88,ban,P-ban,planA,d25a00e131ed5055,316c80c2035162649d78
facebook,918,2,2309,1095,ban,P-ban,planB,17bced320353f70f,0b14e0da7d2f695632f8
facebook,919,10,1551,2716,restrict,P-restrict,planA,6d616c2bcc0be5b8,af2df584bb184b771627
facebook,920,4,2103,705,takedown,P-takedown,planA,1a11d4f64cd4121c,c53d8e105a2c8d358a64
facebook,921,11,1918,504,takedown,P-takedown,planB,195d230130b98480,f95cbe24bc1f4235189b
facebook,922,4,2601,1445,override,P-override,planA,1a11d4f64cd4121c,c276df770c92575d8f11
facebook,923,8,2124,373,restrict,P-restrict,planB,49b6007c26d9c7c3,6cf1cd036be88c90d765
facebook,924,1,2190,1878,takedown,P-takedown,planA,f73645e8cf7d0fef,3fb31d06595d1862a774
facebook,925,8,1707,2512,restrict,P-restrict,planB,49b6007c26d9c7c3,b27007a4f888a52f08d0
facebook,926,1,2374,1533,takedown,P-takedown,planA,f73645e8cf7d0fef,34586a5e4cad31c966d2
facebook,927,8,1367,1365,ban,P-ban,planB,49b6007c26d9c7c3,3e05060a753a4a96fc84
facebook,928,2,2078,1254,takedown,P-takedown,planB,17bced320353f70f,e01fd5da19a978f3e86f
facebook,929,3,1938,1879,takedown,P-takedown,planC,6ca48bc823743a7b,c6f04e38f2cde37093e3
facebook,930,4,1199,1928,restrict,P-restrict,planA,1a11d4f64cd4121c,49e6cb43d55983f4afb5
facebook,931,1,2257,1583,takedown,P-takedown,planA,f73645e8cf7d0fef,ff38d08dc5a8ef6f24e9
facebook,932,6,1946,1737,takedown,P-takedown,planC,0f6b668bf9c9d1de,b23526e481848b82901c
facebook,933,7,2492,391,takedown,P-takedown,planA,d25a00e131ed5055,02e5a558e5ea898b2fce
facebook,934,7,2069,2853,ban,P-ban,planA,d25a00e131ed5055,208ca074f9bf8a6533d0
facebook,935,10,2037,3688,takedown,P-takedown,planA,6d616c2bcc0be5b8,880229c07e29e04dc5de
facebook,936,12,2123,1630,ban,P-ban,planC,8474efcae6319ae4,8b94c4d90bd021676bb8
facebook,937,10,483,1429,takedown,P-takedown,planA,6d616c2bcc0be5b8,d688776dcb83c0f4d2d9
facebook,938,4,2133,3871,takedown,P-takedown,planA,1a11d4f64cd4121c,b31f6d075396e8834f66
facebook,939,1,2598,303,escalate,P-escalate,planA,f73645e8cf7d0fef,a810dfc478cafd6a1f5b
facebook,940,12,2104,149,takedown,P-takedown,planC,8474efcae6319ae4,94243863eb5b0e701b30
facebook,941,2,1730,804,takedown,P-takedown,planB,17bced320353f70f,1af7ef8336b7f7394d79
facebook,942,6,2460,1832,takedown,P-takedown,planC,0f6b668bf9c9d1de,0f4c5b42e877b66d4523
facebook,943,7,1800,1508,restrict,P-restrict,planA,d25a00e131ed5055,b6679c8477dfa8d54145
facebook,944,12,1835,1306,override,P-override,planC,8474efcae6319ae4,7868511aeac9210db735
facebook,945,12,1391,2529,restrict,P-restrict,planC,8474efcae6319ae4,0a94da91fc2915ed0f96
facebook,946,1,2376,1103,ban,P-ban,planA,f73645e8cf7d0fef,c1ff5a9295589f794917
facebook,947,1,2542,314,takedown,P-takedown,planA,f73645e8cf7d0fef,a1459ba4030e3b5cb483
facebook,948,10,2229,2016,ban,P-ban,planA,6d616c2bcc0be5b8,dd55c92bcb2c3d09cb76
facebook,949,11,2081,3515,escalate,P-escalate,planB,195d230130b98480,9d212881f335e55b1382
facebook,950,1,1917,1082,restrict,P-restrict,planA,f73645e8cf7d0fef,4a463212ad3eaf47e672
facebook,951,3,1391,1429,escalate,P-escalate,planC,6ca48bc823743a7b,55fe44c35b7faab44ea1
facebook,952,1,1377,2058,override,P-override,planA,f73645e8cf7d0fef,9989428a659a12cc3620
facebook,953,7,2081,2329,restrict,P-restrict,planA,d25a00e131ed5055,0700129f4775ca54780d
facebook,954,12,1621,3574,takedown,P-takedown,planC,8474efcae6319ae4,09e13fea2cc1b81026a3
facebook,955,4,2081,1539,takedown,P-takedown,planA,1a11d4f64cd4121c,d162efdc5d3d0448bee5
facebook,956,6,2190,3926,restrict,P-restrict,planC,0f6b668bf9c9d1de,3d61190e0d0df6c8615b
facebook,957,7,1471,426,ban,P-ban,planA,d25a00e131ed5055,0961ed6722aff2d8d237
facebook,958,10,2323,3264,restrict,P-restrict,planA,6d616c2bcc0be5b8,1a9af433ef146c1bb4c9
facebook,959,4,1804,1432,takedown,P-takedown,planA,1a11d4f64cd4121c,de8911dedf3b6e368deb
facebook,960,11,2190,520,takedown,P-takedown,planB,195d230130b98480,1844757f0c037a7b2630
facebook,961,3,2395,2741,restrict,P-restrict,planC,6ca48bc823743a7b,3accae5b794638e2a030
facebook,962,4,2043,2709,takedown,P-takedown,planA,1a11d4f64cd4121c,41d18639113c9098a2b4
facebook,963,10,2323,1287,ban,P-ban,planA,6d616c2bcc0be5b8,77ec413566b3076ea56f
facebook,964,6,2030,3305,escalate,P-escalate,planC,0f6b668bf9c9d1de,ae023b445d1ad4e134b8
facebook,965,4,2200,2183,takedown,P-takedown,planA,1a11d4f64cd4121c,589ca6b2b6baedc83b96
facebook,966,6,2087,747,override,P-override,planC,0f6b668bf9c9d1de,e56d41bcf61f315bcbef
facebook,967,2,2340,1327,takedown,P-takedown,planB,17bced320353f70f,59ec2ceb9b2302fc6ae7
facebook,968,5,2047,1148,takedown,P-takedown,planB,3d7ea8e5ddb288d9,db3757573abdf7f27d4d
facebook,969,9,2602,1879,takedown,P-takedown,planC,a2c17524f1000642,4f61722acfe49865c646
facebook,970,5,483,1801,takedown,P-takedown,planB,3d7ea8e5ddb288d9,6ac53a106b333735a3c7
facebook,971,3,2615,1421,override,P-override,planC,6ca48bc823743a7b,1ffff173e5634a36a0b4
facebook,972,2,2363,3910,takedown,P-takedown,planB,17bced320353f70f,75ecea72fc5efaa4c875
facebook,973,1,2340,3200,ban,P-ban,planA,f73645e8cf7d0fef,88f6a21573cc246c67e5
facebook,974,5,993,511,override,P-override,planB,3d7ea8e5ddb288d9,5e0efb199cf2dd74ba00
facebook,975,7,2103,2969,ban,P-ban,planA,d25a00e131ed5055,2f85236eeee58f3b21dc
facebook,976,1,2607,3427,takedown,P-takedown,planA,f73645e8cf7d0fef,952e605d51378d0dd145
facebook,977,9,2266,452,takedown,P-takedown,planC,a2c17524f1000642,c08a68613ee0711d4845
facebook,978,10,1707,904,ban,P-ban,planA,6d616c2bcc0be5b8,1d21d2bb6a24687694c3
facebook,979,4,925,1356,ban,P-ban,planA,1a11d4f64cd4121c,65db40a78143f02c0ada
facebook,980,9,2190,3622,takedown,P-takedown,planC,a2c17524f1000642,5bc20aa20330d4d72dd0
facebook,981,9,2199,1481,takedown,P-takedown,planC,a2c17524f1000642,676af0121958cccf55c9
facebook,982,7,2078,1223,takedown,P-takedown,planA,d25a00e131ed5055,af86e95d1d019bee69b9
facebook,983,8,2037,2023,takedown,P-takedown,planB,49b6007c26d9c7c3,359204ca592b310b230b
facebook,984,9,1946,1433,escalate,P-escalate,planC,a2c17524f1000642,f17162e073575da462e1
facebook,985,7,1800,3129,restrict,P-restrict,planA,d25a00e131ed5055,d7616b611db5ce13fad6
facebook,986,11,2464,3270,ban,P-ban,planB,195d230130b98480,62eb36e39b3ec54b94ac
facebook,987,3,1471,781,escalate,P-escalate,planC,6ca48bc823743a7b,21fd2be7e7f7229f0166
facebook,988,2,2553,3042,takedown,P-takedown,planB,17bced320353f70f,82c7fbcaa2c7c263d3d2
facebook,989,9,2150,318,takedown,P-takedown,planC,a2c17524f1000642,527d30cf1c648a9dc2c7
facebook,990,5,2257,1872,takedown,P-takedown,planB,3d7ea8e5ddb288d9,647fcc254f495eafd6a1
facebook,991,8,2257,398,takedown,P-takedown,planB,49b6007c26d9c7c3,c709ae31d3d33d64a2c3
facebook,992,11,2624,2189,takedown,P-takedown,planB,195d230130b98480,2faf255b8e562a22505d
facebook,993,8,2103,2946,takedown,P-takedown,planB,49b6007c26d9c7c3,85023e6790a030c0b20c
facebook,994,6,1827,186,takedown,P-takedown,planC,0f6b668bf9c9d1de,a03633c6dd6ebc940c7e
facebook,995,9,1621,17,override,P-override,planC,a2c17524f1000642,847bcd23e72cb53bedc0
facebook,996,1,2414,3792,restrict,P-restrict,planA,f73645e8cf7d0fef,e8f21197764f34667e19
facebook,997,6,1613,953,takedown,P-takedown,planC,0f6b668bf9c9d1de,dc4238f75733a04e9209
facebook,998,12,2374,2927,restrict,P-restrict,planC,8474efcae6319ae4,526b5d7652d4dbd6bcbb
facebook,999,10,2526,3369,takedown,P-takedown,planA,6d616c2bcc0be5b8,0cfdf83dfc841cb58658
facebook,1000,4,2328,3335,ban,P-ban,planA,1a11d4f64cd4121c,3104d44a1c6e528ba56d
facebook,1001,9,1736,1454,escalate,P-escalate,planC,a2c17524f1000642,5ac2aadb222e66475eac
facebook,1002,9,1367,3371,escalate,P-escalate,planC,a2c17524f1000642,5ff8d036bc2b38995baa
facebook,1003,5,2625,2262,escalate,P-escalate,planB,3d7ea8e5ddb288d9,0c328894260775fa898c
facebook,1004,3,2590,3228,takedown,P-takedown,planC,6ca48bc823743a7b,87e848dcba0383fd84e6
facebook,1005,4,1979,941,override,P-override,planA,1a11d4f64cd4121c,7c674edc8a3666feacad
facebook,1006,1,2081,3300,takedown,P-takedown,planA,f73645e8cf7d0fef,864c77977ebdb0c9f42f
facebook,1007,5,2354,1066,escalate,P-escalate,planB,3d7ea8e5ddb288d9,fbf5e240ee06c85df251
facebook,1008,3,2601,995,takedown,P-takedown,planC,6ca48bc823743a7b,f40a2cfead58de874a66
facebook,1009,1,2601,872,ban,P-ban,planA,f73645e8cf7d0fef,087e9b58c5025447b8d2
facebook,1010,5,2409,2177,takedown,P-takedown,planB,3d7ea8e5ddb288d9,eaf52d24095aa2f39fc5
facebook,1011,6,1839,3731,takedown,P-takedown,planC,0f6b668bf9c9d1de,7be57437784b1abd0b5b
facebook,1012,2,2139,1187,ban,P-ban,planB,17bced320353f70f,b8dc90d3415b45e9c05d
facebook,1013,2,2370,1659,escalate,P-escalate,planB,17bced320353f70f,2600a4ac516a76b8c9ab
facebook,1014,11,1184,1705,ban,P-ban,planB,195d230130b98480,f3c8d7d490fc504246e4
