dataset,user_id,role,region_bucket,tenure_bucket,device_bucket,ticket_bucket,activity_bucket,degree,attr_sig,edu_feat,work_feat,loc_feat,lang_feat,other_feat,edu_bucket,work_bucket,loc_bucket,lang_bucket
facebook,660,user,OC,senior,mobile,T06,low,4,user|OC|senior|mobile|T06|low|low|low,0,0,0,0,2,low,low,low,low
facebook,648,user,OC,veteran,api,T15,low,2,user|OC|veteran|api|T15|low|low|low,4,0,0,0,1,low,low,low,low
facebook,679,user,OC,veteran,mobile,T17,low,12,user|OC|veteran|mobile|T17|low|mid|low,7,0,1,0,1,mid,low,mid,low
facebook,667,user,APAC,mid,mobile,T19,low,4,user|APAC|mid|mobile|T19|low|low|low,0,0,0,0,1,low,low,low,low
facebook,642,user,NA,new,mobile,T16,low,2,user|NA|new|mobile|T16|low|low|low,0,0,0,0,1,low,low,low,low
facebook,581,user,SA,mid,api,T17,low,2,user|SA|mid|api|T17|low|low|low,0,0,0,0,1,low,low,low,low
facebook,881,user,APAC,new,api,T17,low,12,user|APAC|new|api|T17|low|low|mid,4,2,1,0,1,low,mid,mid,low
facebook,858,user,AF,new,mobile,T10,low,8,user|AF|new|mobile|T10|low|low|low,0,0,0,0,1,low,low,low,low
facebook,828,user,LATAM,veteran,mobile,T02,very_high,192,user|LATAM|veteran|mobile|T02|very_high|high|high,17,5,2,0,2,high,high,high,low
facebook,697,user,AF,senior,api,T16,very_high,134,user|AF|senior|api|T16|very_high|low|low,4,0,0,0,2,low,low,low,low
facebook,884,user,ME,new,web,T18,low,6,user|ME|new|web|T18|low|low|low,5,0,0,1,1,low,low,low,mid
facebook,864,user,NA,mid,api,T00,low,8,user|NA|mid|api|T00|low|low|low,0,0,0,0,1,low,low,low,low
facebook,856,user,OC,senior,api,T19,high,114,user|OC|senior|api|T19|high|high|low,20,0,0,0,2,high,low,low,low
facebook,869,user,OC,mid,web,T07,low,12,user|OC|mid|web|T07|low|low|low,0,0,0,0,2,low,low,low,low
facebook,889,user,NA,mid,web,T08,mid,24,user|NA|mid|web|T08|mid|low|low,0,0,0,0,1,low,low,low,low
facebook,872,user,ME,veteran,mobile,T16,low,12,user|ME|veteran|mobile|T16|low|low|low,0,0,0,0,0,low,low,low,low
facebook,873,user,LATAM,new,mobile,T04,low,10,user|LATAM|new|mobile|T04|low|low|mid,5,2,0,0,0,low,mid,low,low
facebook,719,user,SA,veteran,web,T18,very_high,158,user|SA|veteran|web|T18|very_high|mid|low,8,0,2,0,2,mid,low,high,low
facebook,713,user,LATAM,mid,api,T04,very_high,170,user|LATAM|mid|api|T04|very_high|high|low,14,0,2,0,2,high,low,high,low
facebook,861,user,OC,mid,web,T06,low,18,user|OC|mid|web|T06|low|low|low,5,0,1,0,1,low,low,mid,low
facebook,863,user,SA,new,mobile,T00,low,20,user|SA|new|mobile|T00|low|low|low,3,0,0,0,1,low,low,low,low
facebook,840,user,NA,senior,api,T10,high,78,user|NA|senior|api|T10|high|low|low,0,0,0,0,2,low,low,low,low
facebook,803,user,AF,veteran,web,T05,mid,42,user|AF|veteran|web|T05|mid|low|low,0,0,2,0,4,low,low,high,low
facebook,745,user,EU,veteran,mobile,T16,very_high,134,user|EU|veteran|mobile|T16|very_high|mid|low,8,0,2,0,3,mid,low,high,low
facebook,805,user,NA,mid,web,T11,very_high,156,user|NA|mid|web|T11|very_high|low|low,0,0,0,0,2,low,low,low,low
facebook,865,user,NA,new,web,T18,low,6,user|NA|new|web|T18|low|low|mid,2,1,0,0,1,low,mid,low,low
facebook,857,user,AF,mid,api,T12,mid,24,user|AF|mid|api|T12|mid|low|low,0,0,1,0,2,low,low,mid,low
facebook,874,user,ME,new,api,T09,low,12,user|ME|new|api|T09|low|low|mid,3,2,0,0,1,low,mid,low,low
facebook,708,user,SA,veteran,api,T17,high,82,user|SA|veteran|api|T17|high|low|low,0,0,0,0,2,low,low,low,low
facebook,823,user,NA,new,api,T06,very_high,144,user|NA|new|api|T06|very_high|low|low,0,0,0,0,2,low,low,low,low
facebook,885,user,EU,new,mobile,T17,low,16,user|EU|new|mobile|T17|low|low|high,3,6,0,1,1,low,high,low,mid
facebook,870,user,NA,mid,api,T11,low,12,user|NA|mid|api|T11|low|low|mid,4,2,0,0,1,low,mid,low,low
facebook,871,user,SA,mid,web,T19,low,12,user|SA|mid|web|T19|low|low|mid,2,2,1,1,1,low,mid,mid,mid
facebook,888,user,NA,new,api,T14,low,16,user|NA|new|api|T14|low|mid|mid,8,1,1,0,1,mid,mid,mid,low
facebook,825,user,AF,mid,api,T10,low,12,user|AF|mid|api|T10|low|mid|low,8,0,2,0,2,mid,low,high,low
facebook,774,user,ME,senior,web,T11,high,104,user|ME|senior|web|T11|high|high|low,13,0,2,0,4,high,low,high,low
facebook,729,user,LATAM,senior,web,T19,mid,30,user|LATAM|senior|web|T19|mid|low|low,0,0,0,0,2,low,low,low,low
facebook,769,user,NA,senior,mobile,T02,mid,48,user|NA|senior|mobile|T02|mid|high|low,12,0,0,2,4,high,low,low,mid
facebook,800,user,APAC,veteran,mobile,T14,high,104,user|APAC|veteran|mobile|T14|high|low|low,0,0,0,0,2,low,low,low,low
facebook,819,user,AF,veteran,mobile,T00,high,100,user|AF|veteran|mobile|T00|high|low|low,0,0,0,0,3,low,low,low,low
facebook,859,user,AF,senior,api,T15,low,2,user|AF|senior|api|T15|low|mid|mid,8,2,0,1,1,mid,mid,low,mid
facebook,876,user,EU,new,web,T00,low,20,user|EU|new|web|T00|low|low|low,1,0,0,0,1,low,low,low,low
facebook,887,user,NA,new,api,T05,low,10,user|NA|new|api|T05|low|low|low,0,0,0,0,1,low,low,low,low
facebook,895,user,APAC,veteran,api,T05,low,10,user|APAC|veteran|api|T05|low|low|mid,4,4,1,0,1,low,mid,mid,low
facebook,890,user,NA,veteran,api,T17,low,12,user|NA|veteran|api|T17|low|mid|low,7,0,1,1,1,mid,low,mid,mid
facebook,810,user,LATAM,veteran,api,T13,high,82,user|LATAM|veteran|api|T13|high|low|low,0,0,0,0,2,low,low,low,low
facebook,879,user,APAC,veteran,web,T14,low,10,user|APAC|veteran|web|T14|low|low|low,0,0,0,0,1,low,low,low,low
facebook,753,user,LATAM,new,web,T04,mid,40,user|LATAM|new|web|T04|mid|low|low,0,0,0,0,2,low,low,low,low
facebook,830,user,NA,senior,api,T00,very_high,130,user|NA|senior|api|T00|very_high|low|low,0,0,0,0,2,low,low,low,low
facebook,747,user,SA,new,mobile,T07,very_high,152,user|SA|new|mobile|T07|very_high|high|low,18,0,1,3,4,high,low,mid,high
facebook,776,user,ME,mid,mobile,T10,low,16,user|ME|mid|mobile|T10|low|mid|high,9,5,0,0,2,mid,high,low,low
facebook,772,user,AF,senior,web,T05,mid,48,user|AF|senior|web|T05|mid|low|low,0,0,0,0,2,low,low,low,low
facebook,804,user,ME,new,mobile,T10,mid,36,user|ME|new|mobile|T10|mid|high|low,13,0,2,0,3,high,low,high,low
facebook,886,user,NA,mid,api,T05,low,14,user|NA|mid|api|T05|low|low|low,0,0,0,0,1,low,low,low,low
facebook,893,user,NA,senior,mobile,T04,low,6,user|NA|senior|mobile|T04|low|low|mid,4,1,0,0,1,low,mid,low,low
facebook,811,user,AF,veteran,api,T08,mid,26,user|AF|veteran|api|T08|mid|low|low,5,0,0,0,2,low,low,low,low
facebook,867,user,LATAM,new,web,T06,low,14,user|LATAM|new|web|T06|low|mid|mid,6,4,0,1,1,mid,mid,low,mid
facebook,868,user,EU,new,web,T17,low,6,user|EU|new|web|T17|low|low|low,3,0,0,0,1,low,low,low,low
facebook,878,user,OC,senior,mobile,T10,low,18,user|OC|senior|mobile|T10|low|low|low,0,0,0,0,1,low,low,low,low
facebook,877,user,AF,mid,web,T06,low,6,user|AF|mid|web|T06|low|mid|mid,6,2,0,0,1,mid,mid,low,low
facebook,882,user,OC,mid,mobile,T02,low,14,user|OC|mid|mobile|T02|low|low|low,0,0,0,0,1,low,low,low,low
facebook,894,user,EU,veteran,web,T03,low,6,user|EU|veteran|web|T03|low|low|low,0,0,0,0,1,low,low,low,low
facebook,866,user,EU,new,mobile,T01,low,8,user|EU|new|mobile|T01|low|low|low,0,0,0,0,1,low,low,low,low
facebook,880,user,ME,senior,api,T17,low,14,user|ME|senior|api|T17|low|low|low,0,0,0,0,1,low,low,low,low
facebook,703,user,OC,veteran,api,T09,high,98,user|OC|veteran|api|T09|high|high|mid,10,4,0,0,2,high,mid,low,low
facebook,798,user,NA,senior,mobile,T17,low,14,user|NA|senior|mobile|T17|low|low|low,0,0,0,0,3,low,low,low,low
facebook,862,user,LATAM,senior,web,T00,mid,48,user|LATAM|senior|web|T00|mid|high|high,15,6,0,0,3,high,high,low,low
facebook,953,user,OC,new,mobile,T04,very_high,216,user|OC|new|mobile|T04|very_high|mid|low,8,0,1,0,2,mid,low,mid,low
facebook,1323,user,EU,veteran,api,T19,very_high,152,user|EU|veteran|api|T19|very_high|low|low,0,0,0,0,3,low,low,low,low
facebook,1789,user,NA,veteran,mobile,T16,very_high,204,user|NA|veteran|mobile|T16|very_high|low|mid,4,1,1,0,2,low,mid,mid,low
facebook,1707,moderator,NA,new,mobile,T09,very_high,368,moderator|NA|new|mobile|T09|very_high|mid|low,6,0,1,0,2,mid,low,mid,low
facebook,1175,user,OC,mid,web,T05,very_high,262,user|OC|mid|web|T05|very_high|low|low,3,0,1,0,1,low,low,mid,low
facebook,1059,moderator,NA,veteran,mobile,T06,very_high,328,moderator|NA|veteran|mobile|T06|very_high|mid|low,7,0,0,0,2,mid,low,low,low
facebook,1329,user,AF,mid,mobile,T06,very_high,270,user|AF|mid|mobile|T06|very_high|mid|mid,9,1,0,0,2,mid,mid,low,low
facebook,1559,moderator,LATAM,mid,web,T03,very_high,370,moderator|LATAM|mid|web|T03|very_high|low|low,4,0,0,0,3,low,low,low,low
facebook,1804,senior_moderator,AF,senior,mobile,T15,very_high,388,senior_moderator|AF|senior|mobile|T15|very_high|mid|mid,6,1,1,2,2,mid,mid,mid,mid
facebook,1898,user,ME,mid,web,T14,very_high,200,user|ME|mid|web|T14|very_high|low|low,4,0,0,0,2,low,low,low,low
facebook,1622,moderator,SA,new,api,T04,very_high,352,moderator|SA|new|api|T04|very_high|mid|mid,6,2,1,4,2,mid,mid,mid,high
facebook,1520,user,LATAM,senior,web,T07,very_high,232,user|LATAM|senior|web|T07|very_high|low|low,3,0,1,0,2,low,low,mid,low
facebook,1200,user,ME,new,api,T17,low,6,user|ME|new|api|T17|low|low|low,0,0,0,0,2,low,low,low,low
facebook,1202,user,EU,new,api,T10,low,16,user|EU|new|api|T10|low|high|mid,10,4,0,2,2,high,mid,low,mid
facebook,1449,user,SA,veteran,api,T00,very_high,178,user|SA|veteran|api|T00|very_high|low|low,3,0,0,0,2,low,low,low,low
facebook,1836,user,SA,veteran,mobile,T14,mid,48,user|SA|veteran|mobile|T14|mid|low|low,0,0,0,0,1,low,low,low,low
facebook,1156,user,NA,veteran,mobile,T02,very_high,196,user|NA|veteran|mobile|T02|very_high|mid|mid,6,4,0,0,1,mid,mid,low,low
facebook,1605,user,APAC,senior,mobile,T02,very_high,178,user|APAC|senior|mobile|T02|very_high|low|low,4,0,1,0,3,low,low,mid,low
facebook,1149,user,ME,mid,api,T16,very_high,202,user|ME|mid|api|T16|very_high|low|mid,4,1,1,0,2,low,mid,mid,low
facebook,1173,user,APAC,new,mobile,T15,very_high,228,user|APAC|new|mobile|T15|very_high|mid|high,7,6,1,0,2,mid,high,mid,low
facebook,1180,user,ME,senior,mobile,T07,high,88,user|ME|senior|mobile|T07|high|mid|low,6,0,0,0,2,mid,low,low,low
facebook,1549,user,SA,veteran,mobile,T02,high,96,user|SA|veteran|mobile|T02|high|high|high,15,11,1,2,2,high,high,mid,mid
facebook,1412,user,ME,new,web,T19,mid,42,user|ME|new|web|T19|mid|low|low,0,0,0,0,2,low,low,low,low
facebook,1638,user,NA,new,mobile,T09,high,66,user|NA|new|mobile|T09|high|low|low,0,0,0,0,2,low,low,low,low
facebook,942,user,LATAM,mid,api,T06,very_high,128,user|LATAM|mid|api|T06|very_high|high|low,10,0,1,1,2,high,low,mid,mid
facebook,1448,user,OC,veteran,mobile,T00,high,102,user|OC|veteran|mobile|T00|high|mid|mid,6,2,0,1,2,mid,mid,low,mid
facebook,1786,user,OC,mid,mobile,T03,very_high,192,user|OC|mid|mobile|T03|very_high|mid|low,7,0,1,0,2,mid,low,mid,low
facebook,1768,senior_moderator,EU,mid,web,T01,very_high,416,senior_moderator|EU|mid|web|T01|very_high|high|low,11,0,1,2,2,high,low,mid,mid
facebook,1092,user,ME,veteran,web,T19,high,98,user|ME|veteran|web|T19|high|low|low,5,0,0,0,2,low,low,low,low
facebook,927,user,EU,mid,mobile,T12,very_high,148,user|EU|mid|mobile|T12|very_high|low|low,0,0,0,0,2,low,low,low,low
facebook,1791,user,APAC,veteran,api,T11,very_high,260,user|APAC|veteran|api|T11|very_high|mid|low,6,0,1,3,3,mid,low,mid,high
facebook,1287,user,OC,veteran,web,T12,very_high,130,user|OC|veteran|web|T12|very_high|mid|mid,6,2,0,0,2,mid,mid,low,low
facebook,1516,moderator,ME,new,mobile,T05,very_high,316,moderator|ME|new|mobile|T05|very_high|low|low,2,0,0,0,2,low,low,low,low
facebook,1044,user,NA,new,api,T08,high,54,user|NA|new|api|T08|high|low|low,4,0,0,0,2,low,low,low,low
facebook,1235,user,NA,new,api,T14,very_high,212,user|NA|new|api|T14|very_high|low|low,5,0,0,0,1,low,low,low,low
facebook,1100,user,APAC,mid,api,T08,very_high,126,user|APAC|mid|api|T08|very_high|mid|low,8,0,1,0,2,mid,low,mid,low
facebook,1279,user,OC,new,api,T10,high,86,user|OC|new|api|T10|high|mid|low,6,0,0,0,1,mid,low,low,low
facebook,1366,user,APAC,senior,api,T15,very_high,130,user|APAC|senior|api|T15|very_high|high|mid,10,1,1,0,2,high,mid,mid,low
facebook,1472,user,LATAM,veteran,api,T09,very_high,178,user|LATAM|veteran|api|T09|very_high|low|low,0,0,0,0,2,low,low,low,low
facebook,1374,user,AF,senior,web,T17,high,82,user|AF|senior|web|T17|high|mid|low,7,0,1,0,1,mid,low,mid,low
facebook,1610,moderator,EU,veteran,api,T00,very_high,356,moderator|EU|veteran|api|T00|very_high|mid|low,8,0,0,2,2,mid,low,low,mid
facebook,1021,user,SA,mid,api,T15,very_high,120,user|SA|mid|api|T15|very_high|high|low,11,0,1,0,2,high,low,mid,low
facebook,1322,user,EU,senior,api,T07,very_high,178,user|EU|senior|api|T07|very_high|high|mid,12,1,0,2,2,high,mid,low,mid
facebook,923,user,ME,new,api,T17,low,14,user|ME|new|api|T17|low|low|low,0,0,0,0,1,low,low,low,low
facebook,1505,user,NA,mid,api,T11,very_high,130,user|NA|mid|api|T11|very_high|low|low,0,0,0,0,3,low,low,low,low
facebook,1761,user,LATAM,senior,web,T05,very_high,240,user|LATAM|senior|web|T05|very_high|high|mid,16,1,1,0,2,high,mid,mid,low
facebook,1566,user,SA,veteran,web,T19,mid,38,user|SA|veteran|web|T19|mid|mid|high,8,11,1,0,2,mid,high,mid,low
facebook,1211,moderator,APAC,new,mobile,T04,very_high,344,moderator|APAC|new|mobile|T04|very_high|mid|mid,6,1,1,0,2,mid,mid,mid,low
facebook,1835,moderator,ME,veteran,mobile,T05,very_high,362,moderator|ME|veteran|mobile|T05|very_high|high|low,10,0,1,2,2,high,low,mid,mid
facebook,896,user,AF,new,web,T09,very_high,250,user|AF|new|web|T09|very_high|mid|mid,9,1,0,0,2,mid,mid,low,low
facebook,1479,user,EU,mid,api,T16,very_high,166,user|EU|mid|api|T16|very_high|mid|low,6,0,1,0,2,mid,low,mid,low
facebook,1215,user,SA,senior,web,T19,high,84,user|SA|senior|web|T19|high|mid|low,7,0,0,1,2,mid,low,low,mid
facebook,1199,senior_moderator,NA,mid,mobile,T07,very_high,432,senior_moderator|NA|mid|mobile|T07|very_high|mid|low,6,0,1,0,2,mid,low,mid,low
facebook,1539,user,NA,new,web,T15,very_high,156,user|NA|new|web|T15|very_high|high|low,10,0,0,0,3,high,low,low,low
facebook,1153,user,OC,mid,web,T01,very_high,276,user|OC|mid|web|T01|very_high|low|low,5,0,0,0,2,low,low,low,low
facebook,1796,user,LATAM,veteran,web,T09,very_high,140,user|LATAM|veteran|web|T09|very_high|low|low,3,0,0,3,2,low,low,low,high
facebook,1355,user,EU,senior,mobile,T00,high,72,user|EU|senior|mobile|T00|high|low|low,4,0,1,0,2,low,low,mid,low
facebook,1236,user,EU,senior,mobile,T19,high,84,user|EU|senior|mobile|T19|high|low|high,3,5,1,2,2,low,high,mid,mid
facebook,1899,user,LATAM,mid,mobile,T07,very_high,156,user|LATAM|mid|mobile|T07|very_high|mid|mid,7,3,0,0,2,mid,mid,low,low
facebook,1884,user,OC,new,api,T14,high,62,user|OC|new|api|T14|high|mid|low,7,0,0,0,1,mid,low,low,low
facebook,1425,user,OC,veteran,web,T03,high,66,user|OC|veteran|web|T03|high|high|low,10,0,1,0,2,high,low,mid,low
facebook,1298,user,EU,senior,api,T12,very_high,140,user|EU|senior|api|T12|very_high|low|low,0,0,0,0,2,low,low,low,low
facebook,930,user,NA,new,api,T10,high,102,user|NA|new|api|T10|high|high|high,14,13,1,3,2,high,high,mid,high
facebook,1230,user,NA,veteran,api,T10,very_high,248,user|NA|veteran|api|T10|very_high|mid|high,9,5,0,0,3,mid,high,low,low
facebook,1621,moderator,APAC,new,api,T12,very_high,376,moderator|APAC|new|api|T12|very_high|low|mid,5,1,1,0,2,low,mid,mid,low
facebook,1437,user,ME,new,web,T01,high,110,user|ME|new|web|T01|high|low|mid,4,1,0,3,2,low,mid,low,high
facebook,1337,user,NA,senior,web,T06,high,70,user|NA|senior|web|T06|high|low|mid,4,4,1,0,1,low,mid,mid,low
facebook,1801,user,NA,mid,api,T04,mid,44,user|NA|mid|api|T04|mid|mid|mid,8,2,1,0,2,mid,mid,mid,low
facebook,1695,user,SA,mid,api,T09,high,58,user|SA|mid|api|T09|high|high|mid,12,1,0,0,2,high,mid,low,low
facebook,1795,user,NA,mid,mobile,T03,very_high,176,user|NA|mid|mobile|T03|very_high|low|low,0,0,0,0,2,low,low,low,low
facebook,1839,moderator,LATAM,mid,mobile,T02,very_high,328,moderator|LATAM|mid|mobile|T02|very_high|mid|low,8,0,1,0,2,mid,low,mid,low
facebook,1632,user,LATAM,veteran,mobile,T09,very_high,156,user|LATAM|veteran|mobile|T09|very_high|mid|mid,6,3,0,0,2,mid,mid,low,low
facebook,1370,user,AF,mid,mobile,T11,very_high,222,user|AF|mid|mobile|T11|very_high|low|low,5,0,1,0,2,low,low,mid,low
facebook,1340,user,OC,veteran,web,T08,very_high,124,user|OC|veteran|web|T08|very_high|low|low,5,0,1,0,3,low,low,mid,low
facebook,1871,user,AF,new,mobile,T10,very_high,162,user|AF|new|mobile|T10|very_high|low|low,3,0,0,0,2,low,low,low,low
facebook,954,user,NA,senior,web,T08,high,108,user|NA|senior|web|T08|high|mid|mid,6,1,1,3,1,mid,mid,mid,high
facebook,1718,moderator,AF,mid,mobile,T07,very_high,310,moderator|AF|mid|mobile|T07|very_high|high|low,23,0,2,0,2,high,low,high,low
facebook,1846,user,ME,new,web,T15,high,74,user|ME|new|web|T15|high|low|high,4,8,0,0,1,low,high,low,low
facebook,1582,user,OC,veteran,web,T03,high,80,user|OC|veteran|web|T03|high|low|low,4,0,1,0,2,low,low,mid,low
facebook,1438,user,EU,mid,mobile,T17,high,66,user|EU|mid|mobile|T17|high|low|low,4,0,0,0,2,low,low,low,low
facebook,1060,user,SA,mid,web,T02,high,100,user|SA|mid|web|T02|high|high|low,10,0,0,0,2,high,low,low,low
facebook,1859,user,EU,veteran,api,T05,high,90,user|EU|veteran|api|T05|high|mid|mid,6,2,1,0,1,mid,mid,mid,low
facebook,1816,user,NA,veteran,web,T15,very_high,260,user|NA|veteran|web|T15|very_high|low|low,5,0,1,2,2,low,low,mid,mid
facebook,1619,user,APAC,mid,web,T05,very_high,226,user|APAC|mid|web|T05|very_high|low|low,5,0,1,0,2,low,low,mid,low
facebook,1431,senior_moderator,APAC,veteran,api,T05,very_high,438,senior_moderator|APAC|veteran|api|T05|very_high|high|high,13,6,0,0,3,high,high,low,low
facebook,1734,user,ME,new,api,T01,high,96,user|ME|new|api|T01|high|low|low,0,0,0,0,1,low,low,low,low
facebook,944,user,NA,new,web,T15,high,72,user|NA|new|web|T15|high|mid|mid,7,2,1,1,2,mid,mid,mid,mid
facebook,1428,user,EU,new,mobile,T06,high,56,user|EU|new|mobile|T06|high|mid|mid,6,1,1,0,1,mid,mid,mid,low
facebook,1097,user,SA,new,mobile,T11,high,70,user|SA|new|mobile|T11|high|low|high,5,6,1,1,1,low,high,mid,mid
facebook,958,user,SA,mid,web,T11,mid,46,user|SA|mid|web|T11|mid|low|low,0,0,0,0,1,low,low,low,low
facebook,1488,user,APAC,mid,api,T16,very_high,268,user|APAC|mid|api|T16|very_high|mid|high,6,8,1,3,2,mid,high,mid,high
facebook,1471,moderator,APAC,new,web,T15,very_high,336,moderator|APAC|new|web|T15|very_high|mid|low,7,0,0,0,2,mid,low,low,low
facebook,1613,moderator,AF,senior,api,T16,very_high,362,moderator|AF|senior|api|T16|very_high|low|low,5,0,0,0,1,low,low,low,low
facebook,1250,user,NA,new,web,T14,very_high,272,user|NA|new|web|T14|very_high|low|mid,4,1,1,0,2,low,mid,mid,low
facebook,1833,moderator,APAC,new,mobile,T09,very_high,380,moderator|APAC|new|mobile|T09|very_high|low|low,5,0,0,0,1,low,low,low,low
facebook,1085,user,OC,senior,web,T13,very_high,128,user|OC|senior|web|T13|very_high|high|high,19,29,0,3,3,high,high,low,high
facebook,1518,user,LATAM,mid,api,T19,mid,26,user|LATAM|mid|api|T19|mid|low|mid,5,1,1,0,2,low,mid,mid,low
facebook,1163,user,LATAM,veteran,web,T09,very_high,198,user|LATAM|veteran|web|T09|very_high|low|mid,3,4,1,0,2,low,mid,mid,low
facebook,1040,user,OC,senior,api,T02,very_high,132,user|OC|senior|api|T02|very_high|mid|low,6,0,1,2,2,mid,low,mid,mid
facebook,1900,user,OC,mid,mobile,T12,mid,50,user|OC|mid|mobile|T12|mid|low|low,5,0,1,0,2,low,low,mid,low
facebook,1819,user,APAC,senior,web,T05,very_high,174,user|APAC|senior|web|T05|very_high|mid|low,8,0,0,0,2,mid,low,low,low
facebook,1557,user,LATAM,mid,api,T07,very_high,300,user|LATAM|mid|api|T07|very_high|mid|mid,6,2,1,0,1,mid,mid,mid,low
facebook,1864,user,NA,senior,api,T03,very_high,212,user|NA|senior|api|T03|very_high|low|low,4,0,1,0,4,low,low,mid,low
facebook,1754,user,ME,mid,api,T19,high,112,user|ME|mid|api|T19|high|low|low,0,0,0,0,2,low,low,low,low
facebook,1813,moderator,ME,new,web,T03,very_high,310,moderator|ME|new|web|T03|very_high|low|low,0,0,0,0,2,low,low,low,low
facebook,1135,user,SA,senior,api,T13,very_high,134,user|SA|senior|api|T13|very_high|high|low,12,0,0,2,2,high,low,low,mid
facebook,908,user,LATAM,mid,api,T11,high,62,user|LATAM|mid|api|T11|high|high|low,11,0,1,2,1,high,low,mid,mid
facebook,1537,user,SA,veteran,mobile,T16,mid,36,user|SA|veteran|mobile|T16|mid|mid|low,6,0,1,3,1,mid,low,mid,high
facebook,1612,moderator,APAC,mid,api,T10,very_high,378,moderator|APAC|mid|api|T10|very_high|mid|low,7,0,0,0,2,mid,low,low,low
facebook,1652,user,ME,mid,mobile,T16,very_high,160,user|ME|mid|mobile|T16|very_high|low|low,4,0,0,0,4,low,low,low,low
facebook,1389,user,AF,new,mobile,T19,high,90,user|AF|new|mobile|T19|high|low|low,4,0,0,0,4,low,low,low,low
facebook,1740,user,AF,veteran,api,T19,high,72,user|AF|veteran|api|T19|high|low|low,0,0,1,0,2,low,low,mid,low
facebook,1122,user,EU,new,web,T01,high,96,user|EU|new|web|T01|high|mid|low,8,0,1,0,2,mid,low,mid,low
facebook,1352,senior_moderator,EU,new,api,T18,very_high,466,senior_moderator|EU|new|api|T18|very_high|high|low,10,0,1,0,1,high,low,mid,low
facebook,1483,user,ME,senior,web,T14,very_high,190,user|ME|senior|web|T14|very_high|low|low,5,0,0,0,2,low,low,low,low
facebook,959,user,SA,veteran,mobile,T01,high,90,user|SA|veteran|mobile|T01|high|low|low,3,0,0,0,1,low,low,low,low
facebook,1569,user,LATAM,veteran,mobile,T06,high,94,user|LATAM|veteran|mobile|T06|high|low|low,1,0,0,0,2,low,low,low,low
facebook,1903,user,SA,new,api,T07,high,78,user|SA|new|api|T07|high|high|low,10,0,0,0,2,high,low,low,low
facebook,1625,user,NA,new,api,T17,mid,48,user|NA|new|api|T17|mid|high|mid,13,2,1,2,2,high,mid,mid,mid
facebook,1444,user,APAC,veteran,api,T02,high,62,user|APAC|veteran|api|T02|high|mid|high,7,5,1,0,2,mid,high,mid,low
facebook,1876,user,EU,mid,mobile,T14,high,110,user|EU|mid|mobile|T14|high|mid|high,6,12,1,1,2,mid,high,mid,mid
facebook,1192,user,OC,mid,mobile,T11,very_high,192,user|OC|mid|mobile|T11|very_high|mid|low,7,0,0,0,2,mid,low,low,low
facebook,1129,user,ME,new,web,T12,very_high,118,user|ME|new|web|T12|very_high|mid|low,6,0,0,0,2,mid,low,low,low
facebook,1078,moderator,ME,new,web,T04,very_high,364,moderator|ME|new|web|T04|very_high|low|low,4,0,1,0,2,low,low,mid,low
facebook,1420,user,ME,veteran,web,T17,very_high,294,user|ME|veteran|web|T17|very_high|high|high,10,7,1,3,2,high,high,mid,high
facebook,1360,user,SA,mid,api,T09,high,72,user|SA|mid|api|T09|high|mid|mid,6,2,1,0,1,mid,mid,mid,low
facebook,1579,user,AF,veteran,mobile,T08,low,8,user|AF|veteran|mobile|T08|low|low|low,0,0,0,0,1,low,low,low,low
facebook,1794,user,NA,mid,api,T04,high,112,user|NA|mid|api|T04|high|high|mid,11,2,1,0,2,high,mid,mid,low
facebook,1334,user,AF,senior,api,T06,very_high,198,user|AF|senior|api|T06|very_high|mid|mid,8,3,1,2,2,mid,mid,mid,mid
facebook,1716,user,AF,new,web,T18,very_high,118,user|AF|new|web|T18|very_high|low|low,0,0,1,0,2,low,low,mid,low
facebook,1765,user,ME,senior,web,T01,very_high,130,user|ME|senior|web|T01|very_high|low|low,5,0,0,0,2,low,low,low,low
facebook,1703,user,LATAM,mid,api,T02,very_high,138,user|LATAM|mid|api|T02|very_high|high|mid,10,2,1,2,3,high,mid,mid,mid
facebook,1686,user,OC,senior,api,T12,high,68,user|OC|senior|api|T12|high|mid|high,6,5,0,0,2,mid,high,low,low
facebook,924,user,AF,veteran,web,T08,high,88,user|AF|veteran|web|T08|high|mid|low,7,0,1,2,2,mid,low,mid,mid
facebook,1260,user,OC,veteran,api,T03,high,74,user|OC|veteran|api|T03|high|low|low,0,0,0,0,2,low,low,low,low
facebook,1285,user,SA,new,mobile,T19,high,108,user|SA|new|mobile|T19|high|mid|low,6,0,0,0,2,mid,low,low,low
facebook,916,user,OC,senior,api,T13,very_high,292,user|OC|senior|api|T13|very_high|low|low,5,0,0,0,2,low,low,low,low
facebook,1714,moderator,NA,mid,web,T00,very_high,372,moderator|NA|mid|web|T00|very_high|low|low,0,0,0,0,4,low,low,low,low
facebook,952,user,LATAM,new,api,T07,very_high,166,user|LATAM|new|api|T07|very_high|low|low,4,0,0,0,2,low,low,low,low
facebook,1332,user,LATAM,senior,mobile,T00,high,82,user|LATAM|senior|mobile|T00|high|high|mid,10,1,1,0,2,high,mid,mid,low
facebook,1210,user,EU,veteran,web,T16,high,78,user|EU|veteran|web|T16|high|low|low,0,0,0,0,2,low,low,low,low
