domain,transcript_id,opened_signer,auditor_id,header,seed
E-health,E0009226,S0150,auditor,E0009226|2|7204db50ab1c8bc4|PLAN_A,0
E-health,E0009227,S0032,auditor,E0009227|10|547549b1c17e8eca|PLAN_A,0
E-health,E0009255,S0058,auditor,E0009255|9|1b52383b6d7340e6|PLAN_C,0
E-health,E0009257,S0017,auditor,E0009257|3|364f0a884a0d5051|PLAN_B,0
E-health,E0009275,S0138,auditor,E0009275|5|9df43385773514bd|PLAN_A,0
E-health,E0009286,S0106,auditor,E0009286|2|7204db50ab1c8bc4|PLAN_A,0
E-health,E0009287,S0156,auditor,E0009287|10|547549b1c17e8eca|PLAN_A,0
E-health,E0009294,S0074,auditor,E0009294|12|ebd40da46d8f3629|PLAN_B,0
E-health,E0009304,S0081,auditor,E0009304|6|4d3d07adfab137ae|PLAN_A,0
E-health,E0009311,S0197,auditor,E0009311|1|31b419a7264af899|PLAN_B,0
E-health,E0009317,S0058,auditor,E0009317|2|7204db50ab1c8bc4|PLAN_A,0
E-health,E0009319,S0148,auditor,E0009319|6|4d3d07adfab137ae|PLAN_A,0
E-health,E0009329,S0046,auditor,E0009329|8|e40524e3d72c2a8b|PLAN_A,0
E-health,E0009331,S0170,auditor,E0009331|5|9df43385773514bd|PLAN_B,0
E-health,E0009336,S0171,auditor,E0009336|6|4d3d07adfab137ae|PLAN_A,0
E-health,E0009339,S0170,auditor,E0009339|6|4d3d07adfab137ae|PLAN_B,0
E-health,E0009358,S0135,auditor,E0009358|9|1b52383b6d7340e6|PLAN_A,0
E-health,E0009359,S0123,auditor,E0009359|4|161521aa60689725|PLAN_A,0
E-health,E0009362,S0024,auditor,E0009362|3|364f0a884a0d5051|PLAN_B,0
E-health,E0009378,S0159,auditor,E0009378|7|d7f0fa9f535d2587|PLAN_A,0
E-health,E0009384,S0150,auditor,E0009384|7|d7f0fa9f535d2587|PLAN_B,0
E-health,E0009396,S0099,auditor,E0009396|10|547549b1c17e8eca|PLAN_A,0
E-health,E0009411,S0161,auditor,E0009411|5|9df43385773514bd|PLAN_C,0
E-health,E0009414,S0164,auditor,E0009414|10|547549b1c17e8eca|PLAN_A,0
E-health,E0009416,S0181,auditor,E0009416|3|364f0a884a0d5051|PLAN_B,0
E-health,E0009423,S0158,auditor,E0009423|6|4d3d07adfab137ae|PLAN_A,0
E-health,E0009435,S0217,auditor,E0009435|10|547549b1c17e8eca|PLAN_B,0
E-health,E0009440,S0033,auditor,E0009440|6|4d3d07adfab137ae|PLAN_B,0
E-health,E0009451,S0053,auditor,E0009451|1|31b419a7264af899|PLAN_A,0
E-health,E0009456,S0206,auditor,E0009456|3|364f0a884a0d5051|PLAN_B,0
E-health,E0009463,S0163,auditor,E0009463|3|364f0a884a0d5051|PLAN_A,0
E-health,E0009475,S0007,auditor,E0009475|1|31b419a7264af899|PLAN_B,0
E-health,E0009477,S0116,auditor,E0009477|6|4d3d07adfab137ae|PLAN_B,0
E-health,E0009480,S0084,auditor,E0009480|6|4d3d07adfab137ae|PLAN_B,0
E-health,E0009483,S0142,auditor,E0009483|11|c5e9635ef32d2cd5|PLAN_A,0
E-health,E0009490,S0124,auditor,E0009490|11|c5e9635ef32d2cd5|PLAN_A,0
E-health,E0009491,S0033,auditor,E0009491|2|7204db50ab1c8bc4|PLAN_A,0
E-health,E0009517,S0082,auditor,E0009517|5|9df43385773514bd|PLAN_B,0
E-health,E0009518,S0124,auditor,E0009518|12|ebd40da46d8f3629|PLAN_C,0
E-health,E0009551,S0091,auditor,E0009551|10|547549b1c17e8eca|PLAN_A,0
E-health,E0009580,S0073,auditor,E0009580|8|e40524e3d72c2a8b|PLAN_A,0
E-health,E0009602,S0106,auditor,E0009602|5|9df43385773514bd|PLAN_B,0
E-health,E0009613,S0146,auditor,E0009613|6|4d3d07adfab137ae|PLAN_A,0
E-health,E0009633,S0133,auditor,E0009633|1|31b419a7264af899|PLAN_B,0
E-health,E0009654,S0203,auditor,E0009654|7|d7f0fa9f535d2587|PLAN_C,0
E-health,E0009656,S0208,auditor,E0009656|8|e40524e3d72c2a8b|PLAN_B,0
E-health,E0009687,S0018,auditor,E0009687|8|e40524e3d72c2a8b|PLAN_A,0
E-health,E0009694,S0053,auditor,E0009694|2|7204db50ab1c8bc4|PLAN_A,0
E-health,E0009697,S0056,auditor,E0009697|11|c5e9635ef32d2cd5|PLAN_C,0
E-health,E0009708,S0212,auditor,E0009708|5|9df43385773514bd|PLAN_A,0
E-health,E0009711,S0166,auditor,E0009711|3|364f0a884a0d5051|PLAN_B,0
E-health,E0009719,S0008,auditor,E0009719|6|4d3d07adfab137ae|PLAN_B,0
E-health,E0009729,S0010,auditor,E0009729|9|1b52383b6d7340e6|PLAN_A,0
E-health,E0009741,S0133,auditor,E0009741|9|1b52383b6d7340e6|PLAN_A,0
E-health,E0009768,S0207,auditor,E0009768|7|d7f0fa9f535d2587|PLAN_A,0
E-health,E0009783,S0132,auditor,E0009783|8|e40524e3d72c2a8b|PLAN_B,0
E-health,E0009802,S0211,auditor,E0009802|1|31b419a7264af899|PLAN_A,0
E-health,E0009809,S0081,auditor,E0009809|10|547549b1c17e8eca|PLAN_B,0
E-health,E0009818,S0041,auditor,E0009818|2|7204db50ab1c8bc4|PLAN_A,0
E-health,E0009833,S0011,auditor,E0009833|12|ebd40da46d8f3629|PLAN_A,0
E-health,E0009844,S0113,auditor,E0009844|7|d7f0fa9f535d2587|PLAN_A,0
E-health,E0009862,S0041,auditor,E0009862|3|364f0a884a0d5051|PLAN_A,0
E-health,E0009870,S0106,auditor,E0009870|12|ebd40da46d8f3629|PLAN_A,0
E-health,E0009878,S0001,auditor,E0009878|2|7204db50ab1c8bc4|PLAN_B,0
E-health,E0009882,S0092,auditor,E0009882|4|161521aa60689725|PLAN_A,0
E-health,E0009886,S0097,auditor,E0009886|5|9df43385773514bd|PLAN_A,0
E-health,E0009889,S0119,auditor,E0009889|4|161521aa60689725|PLAN_A,0
E-health,E0009902,S0015,auditor,E0009902|7|d7f0fa9f535d2587|PLAN_A,0
E-health,E0009904,S0078,auditor,E0009904|3|364f0a884a0d5051|PLAN_A,0
E-health,E0009908,S0085,auditor,E0009908|6|4d3d07adfab137ae|PLAN_B,0
E-health,E0009937,S0058,auditor,E0009937|9|1b52383b6d7340e6|PLAN_A,0
E-health,E0009958,S0157,auditor,E0009958|7|d7f0fa9f535d2587|PLAN_B,0
E-health,E0009959,S0101,auditor,E0009959|7|d7f0fa9f535d2587|PLAN_C,0
E-health,E0009968,S0120,auditor,E0009968|5|9df43385773514bd|PLAN_A,0
E-health,E0009979,S0034,auditor,E0009979|9|1b52383b6d7340e6|PLAN_A,0
E-health,E0010000,S0132,auditor,E0010000|11|c5e9635ef32d2cd5|PLAN_A,0
E-health,E0010024,S0095,auditor,E0010024|6|4d3d07adfab137ae|PLAN_A,0
E-health,E0010035,S0010,auditor,E0010035|6|4d3d07adfab137ae|PLAN_B,0
E-health,E0010040,S0202,auditor,E0010040|12|ebd40da46d8f3629|PLAN_A,0
E-health,E0010059,S0144,auditor,E0010059|3|364f0a884a0d5051|PLAN_A,0
E-health,E0010084,S0057,auditor,E0010084|5|9df43385773514bd|PLAN_A,0
E-health,E0010101,S0199,auditor,E0010101|11|c5e9635ef32d2cd5|PLAN_B,0
E-health,E0010105,S0057,auditor,E0010105|4|161521aa60689725|PLAN_C,0
E-health,E0010116,S0050,auditor,E0010116|11|c5e9635ef32d2cd5|PLAN_A,0
E-health,E0010120,S0108,auditor,E0010120|1|31b419a7264af899|PLAN_B,0
E-health,E0010128,S0057,auditor,E0010128|6|4d3d07adfab137ae|PLAN_C,0
E-health,E0010145,S0019,auditor,E0010145|3|364f0a884a0d5051|PLAN_A,0
E-health,E0010156,S0100,auditor,E0010156|8|e40524e3d72c2a8b|PLAN_A,0
E-health,E0010168,S0019,auditor,E0010168|9|1b52383b6d7340e6|PLAN_B,0
E-health,E0010170,S0116,auditor,E0010170|4|161521aa60689725|PLAN_B,0
E-health,E0010178,S0158,auditor,E0010178|7|d7f0fa9f535d2587|PLAN_A,0
E-health,E0010180,S0092,auditor,E0010180|9|1b52383b6d7340e6|PLAN_A,0
E-health,E0010181,S0139,auditor,E0010181|4|161521aa60689725|PLAN_C,0
E-health,E0010186,S0195,auditor,E0010186|4|161521aa60689725|PLAN_B,0
E-health,E0010247,S0020,auditor,E0010247|4|161521aa60689725|PLAN_A,0
E-health,E0010254,S0051,auditor,E0010254|12|ebd40da46d8f3629|PLAN_C,0
E-health,E0010262,S0170,auditor,E0010262|6|4d3d07adfab137ae|PLAN_B,0
E-health,E0010266,S0145,auditor,E0010266|11|c5e9635ef32d2cd5|PLAN_A,0
E-health,E0010272,S0123,auditor,E0010272|6|4d3d07adfab137ae|PLAN_B,0
E-health,E0010275,S0054,auditor,E0010275|12|ebd40da46d8f3629|PLAN_A,0
E-health,E0010323,S0079,auditor,E0010323|11|c5e9635ef32d2cd5|PLAN_B,0
E-health,E0010336,S0107,auditor,E0010336|5|9df43385773514bd|PLAN_B,0
E-health,E0010342,S0076,auditor,E0010342|8|e40524e3d72c2a8b|PLAN_A,0
E-health,E0010350,S0057,auditor,E0010350|8|e40524e3d72c2a8b|PLAN_A,0
E-health,E0010353,S0049,auditor,E0010353|11|c5e9635ef32d2cd5|PLAN_A,0
E-health,E0010363,S0152,auditor,E0010363|4|161521aa60689725|PLAN_B,0
E-health,E0010371,S0086,auditor,E0010371|10|547549b1c17e8eca|PLAN_C,0
E-health,E0010385,S0125,auditor,E0010385|7|d7f0fa9f535d2587|PLAN_B,0
E-health,E0010387,S0191,auditor,E0010387|1|31b419a7264af899|PLAN_B,0
E-health,E0010409,S0044,auditor,E0010409|2|7204db50ab1c8bc4|PLAN_B,0
E-health,E0010436,S0016,auditor,E0010436|5|9df43385773514bd|PLAN_B,0
E-health,E0010442,S0187,auditor,E0010442|7|d7f0fa9f535d2587|PLAN_A,0
E-health,E0010446,S0043,auditor,E0010446|5|9df43385773514bd|PLAN_A,0
E-health,E0010454,S0023,auditor,E0010454|12|ebd40da46d8f3629|PLAN_B,0
E-health,E0010459,S0164,auditor,E0010459|11|c5e9635ef32d2cd5|PLAN_B,0
E-health,E0010475,S0150,auditor,E0010475|4|161521aa60689725|PLAN_A,0
E-health,E0010479,S0208,auditor,E0010479|2|7204db50ab1c8bc4|PLAN_B,0
E-health,E0010497,S0111,auditor,E0010497|5|9df43385773514bd|PLAN_A,0
E-health,E0010503,S0012,auditor,E0010503|3|364f0a884a0d5051|PLAN_C,0
E-health,E0010504,S0219,auditor,E0010504|10|547549b1c17e8eca|PLAN_A,0
E-health,E0010517,S0115,auditor,E0010517|7|d7f0fa9f535d2587|PLAN_C,0
E-health,E0010526,S0051,auditor,E0010526|7|d7f0fa9f535d2587|PLAN_A,0
E-health,E0010540,S0207,auditor,E0010540|4|161521aa60689725|PLAN_B,0
E-health,E0010559,S0218,auditor,E0010559|4|161521aa60689725|PLAN_C,0
E-health,E0010560,S0094,auditor,E0010560|8|e40524e3d72c2a8b|PLAN_B,0
E-health,E0010566,S0035,auditor,E0010566|10|547549b1c17e8eca|PLAN_A,0
E-health,E0010568,S0180,auditor,E0010568|6|4d3d07adfab137ae|PLAN_A,0
E-health,E0010570,S0132,auditor,E0010570|9|1b52383b6d7340e6|PLAN_A,0
E-health,E0010579,S0079,auditor,E0010579|10|547549b1c17e8eca|PLAN_B,0
E-health,E0010591,S0016,auditor,E0010591|5|9df43385773514bd|PLAN_A,0
E-health,E0010598,S0011,auditor,E0010598|3|364f0a884a0d5051|PLAN_A,0
E-health,E0010605,S0089,auditor,E0010605|1|31b419a7264af899|PLAN_A,0
E-health,E0010608,S0056,auditor,E0010608|5|9df43385773514bd|PLAN_A,0
E-health,E0010614,S0163,auditor,E0010614|1|31b419a7264af899|PLAN_A,0
E-health,E0010625,S0072,auditor,E0010625|10|547549b1c17e8eca|PLAN_A,0
E-health,E0010631,S0166,auditor,E0010631|6|4d3d07adfab137ae|PLAN_C,0
E-health,E0010661,S0124,auditor,E0010661|2|7204db50ab1c8bc4|PLAN_B,0
E-health,E0010670,S0148,auditor,E0010670|5|9df43385773514bd|PLAN_A,0
E-health,E0010700,S0028,auditor,E0010700|2|7204db50ab1c8bc4|PLAN_B,0
E-health,E0010713,S0186,auditor,E0010713|4|161521aa60689725|PLAN_B,0
E-health,E0010721,S0102,auditor,E0010721|10|547549b1c17e8eca|PLAN_B,0
E-health,E0010723,S0120,auditor,E0010723|3|364f0a884a0d5051|PLAN_A,0
E-health,E0010735,S0023,auditor,E0010735|11|c5e9635ef32d2cd5|PLAN_A,0
E-health,E0010738,S0035,auditor,E0010738|6|4d3d07adfab137ae|PLAN_A,0
E-health,E0010751,S0168,auditor,E0010751|7|d7f0fa9f535d2587|PLAN_A,0
E-health,E0010752,S0146,auditor,E0010752|2|7204db50ab1c8bc4|PLAN_A,0
E-health,E0010768,S0159,auditor,E0010768|5|9df43385773514bd|PLAN_B,0
E-health,E0010770,S0200,auditor,E0010770|3|364f0a884a0d5051|PLAN_A,0
E-health,E0010786,S0213,auditor,E0010786|1|31b419a7264af899|PLAN_A,0
E-health,E0010790,S0163,auditor,E0010790|10|547549b1c17e8eca|PLAN_A,0
E-health,E0010812,S0134,auditor,E0010812|10|547549b1c17e8eca|PLAN_B,0
E-health,E0010813,S0108,auditor,E0010813|1|31b419a7264af899|PLAN_A,0
E-health,E0010816,S0161,auditor,E0010816|10|547549b1c17e8eca|PLAN_B,0
E-health,E0010818,S0046,auditor,E0010818|7|d7f0fa9f535d2587|PLAN_C,0
E-health,E0010834,S0062,auditor,E0010834|8|e40524e3d72c2a8b|PLAN_B,0
E-health,E0010849,S0048,auditor,E0010849|9|1b52383b6d7340e6|PLAN_A,0
E-health,E0010852,S0063,auditor,E0010852|7|d7f0fa9f535d2587|PLAN_A,0
E-health,E0010853,S0079,auditor,E0010853|10|547549b1c17e8eca|PLAN_A,0
E-health,E0010863,S0116,auditor,E0010863|6|4d3d07adfab137ae|PLAN_B,0
E-health,E0010872,S0203,auditor,E0010872|12|ebd40da46d8f3629|PLAN_A,0
E-health,E0010896,S0060,auditor,E0010896|3|364f0a884a0d5051|PLAN_B,0
E-health,E0010900,S0041,auditor,E0010900|8|e40524e3d72c2a8b|PLAN_A,0
E-health,E0010924,S0058,auditor,E0010924|7|d7f0fa9f535d2587|PLAN_A,0
E-health,E0010926,S0040,auditor,E0010926|2|7204db50ab1c8bc4|PLAN_A,0
E-health,E0010933,S0092,auditor,E0010933|4|161521aa60689725|PLAN_C,0
E-health,E0010956,S0104,auditor,E0010956|4|161521aa60689725|PLAN_B,0
E-health,E0010963,S0045,auditor,E0010963|5|9df43385773514bd|PLAN_A,0
E-health,E0010966,S0072,auditor,E0010966|12|ebd40da46d8f3629|PLAN_A,0
E-health,E0010971,S0190,auditor,E0010971|8|e40524e3d72c2a8b|PLAN_A,0
E-health,E0010974,S0022,auditor,E0010974|1|31b419a7264af899|PLAN_A,0
E-health,E0010984,S0129,auditor,E0010984|10|547549b1c17e8eca|PLAN_A,0
E-health,E0010992,S0051,auditor,E0010992|8|e40524e3d72c2a8b|PLAN_B,0
E-health,E0011001,S0214,auditor,E0011001|3|364f0a884a0d5051|PLAN_A,0
E-health,E0011006,S0081,auditor,E0011006|8|e40524e3d72c2a8b|PLAN_A,0
E-health,E0011011,S0093,auditor,E0011011|8|e40524e3d72c2a8b|PLAN_A,0
E-health,E0011032,S0075,auditor,E0011032|10|547549b1c17e8eca|PLAN_A,0
E-health,E0011036,S0062,auditor,E0011036|2|7204db50ab1c8bc4|PLAN_B,0
E-health,E0011045,S0106,auditor,E0011045|1|31b419a7264af899|PLAN_B,0
E-health,E0011061,S0179,auditor,E0011061|9|1b52383b6d7340e6|PLAN_A,0
E-health,E0011071,S0141,auditor,E0011071|8|e40524e3d72c2a8b|PLAN_A,0
E-health,E0011076,S0066,auditor,E0011076|9|1b52383b6d7340e6|PLAN_A,0
E-health,E0011106,S0106,auditor,E0011106|3|364f0a884a0d5051|PLAN_B,0
E-health,E0011134,S0213,auditor,E0011134|11|c5e9635ef32d2cd5|PLAN_A,0
E-health,E0011139,S0219,auditor,E0011139|8|e40524e3d72c2a8b|PLAN_A,0
E-health,E0011145,S0215,auditor,E0011145|6|4d3d07adfab137ae|PLAN_B,0
E-health,E0011149,S0184,auditor,E0011149|11|c5e9635ef32d2cd5|PLAN_C,0
E-health,E0011156,S0121,auditor,E0011156|12|ebd40da46d8f3629|PLAN_A,0
E-health,E0011163,S0153,auditor,E0011163|10|547549b1c17e8eca|PLAN_A,0
E-health,E0011165,S0102,auditor,E0011165|10|547549b1c17e8eca|PLAN_A,0
E-health,E0011170,S0166,auditor,E0011170|11|c5e9635ef32d2cd5|PLAN_B,0
E-health,E0011174,S0032,auditor,E0011174|10|547549b1c17e8eca|PLAN_A,0
E-health,E0011177,S0205,auditor,E0011177|12|ebd40da46d8f3629|PLAN_A,0
E-health,E0011197,S0147,auditor,E0011197|2|7204db50ab1c8bc4|PLAN_B,0
E-health,E0011199,S0216,auditor,E0011199|12|ebd40da46d8f3629|PLAN_A,0
E-health,E0011211,S0179,auditor,E0011211|1|31b419a7264af899|PLAN_C,0
E-health,E0011218,S0108,auditor,E0011218|6|4d3d07adfab137ae|PLAN_B,0
E-health,E0011226,S0168,auditor,E0011226|10|547549b1c17e8eca|PLAN_A,0
E-health,E0011232,S0182,auditor,E0011232|4|161521aa60689725|PLAN_A,0
E-health,E0011238,S0139,auditor,E0011238|11|c5e9635ef32d2cd5|PLAN_C,0
E-health,E0011241,S0133,auditor,E0011241|1|31b419a7264af899|PLAN_A,0
E-health,E0011288,S0063,auditor,E0011288|6|4d3d07adfab137ae|PLAN_B,0
E-health,E0011289,S0009,auditor,E0011289|11|c5e9635ef32d2cd5|PLAN_A,0
E-health,E0011292,S0086,auditor,E0011292|3|364f0a884a0d5051|PLAN_C,0
E-health,E0011300,S0177,auditor,E0011300|3|364f0a884a0d5051|PLAN_A,0
E-health,E0011307,S0118,auditor,E0011307|6|4d3d07adfab137ae|PLAN_B,0
E-health,E0011327,S0202,auditor,E0011327|7|d7f0fa9f535d2587|PLAN_B,0
E-health,E0011328,S0139,auditor,E0011328|10|547549b1c17e8eca|PLAN_C,0
E-health,E0011333,S0108,auditor,E0011333|6|4d3d07adfab137ae|PLAN_A,0
E-health,E0011334,S0083,auditor,E0011334|6|4d3d07adfab137ae|PLAN_A,0
E-health,E0011343,S0043,auditor,E0011343|7|d7f0fa9f535d2587|PLAN_C,0
E-health,E0011344,S0076,auditor,E0011344|2|7204db50ab1c8bc4|PLAN_B,0
E-health,E0011345,S0166,auditor,E0011345|10|547549b1c17e8eca|PLAN_A,0
E-health,E0011376,S0168,auditor,E0011376|6|4d3d07adfab137ae|PLAN_A,0
E-health,E0011378,S0115,auditor,E0011378|3|364f0a884a0d5051|PLAN_C,0
E-health,E0011391,S0151,auditor,E0011391|12|ebd40da46d8f3629|PLAN_A,0
E-health,E0011402,S0212,auditor,E0011402|2|7204db50ab1c8bc4|PLAN_A,0
E-health,E0011419,S0216,auditor,E0011419|3|364f0a884a0d5051|PLAN_A,0
E-health,E0011428,S0111,auditor,E0011428|3|364f0a884a0d5051|PLAN_B,0
E-health,E0011434,S0184,auditor,E0011434|9|1b52383b6d7340e6|PLAN_A,0
E-health,E0011450,S0135,auditor,E0011450|7|d7f0fa9f535d2587|PLAN_B,0
E-health,E0011451,S0216,auditor,E0011451|10|547549b1c17e8eca|PLAN_A,0
E-health,E0011481,S0133,auditor,E0011481|2|7204db50ab1c8bc4|PLAN_B,0
E-health,E0011525,S0079,auditor,E0011525|3|364f0a884a0d5051|PLAN_B,0
E-health,E0011529,S0058,auditor,E0011529|10|547549b1c17e8eca|PLAN_A,0
E-health,E0011533,S0197,auditor,E0011533|8|e40524e3d72c2a8b|PLAN_A,0
E-health,E0011550,S0199,auditor,E0011550|3|364f0a884a0d5051|PLAN_A,0
E-health,E0011558,S0029,auditor,E0011558|2|7204db50ab1c8bc4|PLAN_B,0
E-health,E0011566,S0109,auditor,E0011566|7|d7f0fa9f535d2587|PLAN_B,0
E-health,E0011573,S0136,auditor,E0011573|7|d7f0fa9f535d2587|PLAN_B,0
E-health,E0011577,S0020,auditor,E0011577|8|e40524e3d72c2a8b|PLAN_A,0
E-health,E0011578,S0171,auditor,E0011578|4|161521aa60689725|PLAN_B,0
E-health,E0011591,S0219,auditor,E0011591|10|547549b1c17e8eca|PLAN_C,0
E-health,E0011592,S0167,auditor,E0011592|9|1b52383b6d7340e6|PLAN_B,0
E-health,E0011608,S0058,auditor,E0011608|1|31b419a7264af899|PLAN_B,0
E-health,E0011619,S0187,auditor,E0011619|8|e40524e3d72c2a8b|PLAN_A,0
E-health,E0011620,S0144,auditor,E0011620|3|364f0a884a0d5051|PLAN_A,0
E-health,E0011625,S0033,auditor,E0011625|7|d7f0fa9f535d2587|PLAN_A,0
E-health,E0011642,S0113,auditor,E0011642|6|4d3d07adfab137ae|PLAN_A,0
E-health,E0011646,S0120,auditor,E0011646|12|ebd40da46d8f3629|PLAN_B,0
E-health,E0011667,S0116,auditor,E0011667|10|547549b1c17e8eca|PLAN_A,0
E-health,E0011675,S0041,auditor,E0011675|6|4d3d07adfab137ae|PLAN_A,0
E-health,E0011680,S0051,auditor,E0011680|11|c5e9635ef32d2cd5|PLAN_C,0
E-health,E0011684,S0080,auditor,E0011684|9|1b52383b6d7340e6|PLAN_A,0
E-health,E0011688,S0025,auditor,E0011688|9|1b52383b6d7340e6|PLAN_A,0
E-health,E0011700,S0159,auditor,E0011700|11|c5e9635ef32d2cd5|PLAN_A,0
E-health,E0011701,S0074,auditor,E0011701|10|547549b1c17e8eca|PLAN_A,0
E-health,E0011704,S0092,auditor,E0011704|2|7204db50ab1c8bc4|PLAN_A,0
E-health,E0011723,S0116,auditor,E0011723|6|4d3d07adfab137ae|PLAN_B,0
E-health,E0011736,S0218,auditor,E0011736|8|e40524e3d72c2a8b|PLAN_A,0
E-health,E0011755,S0198,auditor,E0011755|7|d7f0fa9f535d2587|PLAN_B,0
E-health,E0011770,S0117,auditor,E0011770|8|e40524e3d72c2a8b|PLAN_B,0
E-health,E0011795,S0091,auditor,E0011795|6|4d3d07adfab137ae|PLAN_B,0
E-health,E0011800,S0019,auditor,E0011800|3|364f0a884a0d5051|PLAN_C,0
E-health,E0011805,S0047,auditor,E0011805|12|ebd40da46d8f3629|PLAN_A,0
E-health,E0011807,S0146,auditor,E0011807|10|547549b1c17e8eca|PLAN_B,0
E-health,E0011822,S0103,auditor,E0011822|1|31b419a7264af899|PLAN_B,0
E-health,E0011824,S0083,auditor,E0011824|1|31b419a7264af899|PLAN_A,0
E-health,E0011828,S0028,auditor,E0011828|9|1b52383b6d7340e6|PLAN_A,0
E-health,E0011831,S0206,auditor,E0011831|10|547549b1c17e8eca|PLAN_A,0
E-health,E0011847,S0039,auditor,E0011847|11|c5e9635ef32d2cd5|PLAN_B,0
E-health,E0011849,S0045,auditor,E0011849|2|7204db50ab1c8bc4|PLAN_B,0
E-health,E0011859,S0085,auditor,E0011859|3|364f0a884a0d5051|PLAN_A,0
E-health,E0011864,S0055,auditor,E0011864|6|4d3d07adfab137ae|PLAN_A,0
E-health,E0011894,S0023,auditor,E0011894|11|c5e9635ef32d2cd5|PLAN_A,0
E-health,E0011899,S0098,auditor,E0011899|8|e40524e3d72c2a8b|PLAN_B,0
E-health,E0011909,S0023,auditor,E0011909|3|364f0a884a0d5051|PLAN_A,0
E-health,E0011923,S0110,auditor,E0011923|4|161521aa60689725|PLAN_B,0
E-health,E0011925,S0051,auditor,E0011925|6|4d3d07adfab137ae|PLAN_B,0
E-health,E0011949,S0102,auditor,E0011949|2|7204db50ab1c8bc4|PLAN_A,0
E-health,E0012000,S0079,auditor,E0012000|9|1b52383b6d7340e6|PLAN_B,0
E-health,E0012007,S0192,auditor,E0012007|9|1b52383b6d7340e6|PLAN_B,0
E-health,E0012011,S0137,auditor,E0012011|3|364f0a884a0d5051|PLAN_A,0
E-health,E0012034,S0033,auditor,E0012034|12|ebd40da46d8f3629|PLAN_B,0
E-health,E0012049,S0189,auditor,E0012049|11|c5e9635ef32d2cd5|PLAN_C,0
E-health,E0012070,S0155,auditor,E0012070|9|1b52383b6d7340e6|PLAN_A,0
E-health,E0012072,S0020,auditor,E0012072|5|9df43385773514bd|PLAN_A,0
E-health,E0012075,S0107,auditor,E0012075|7|d7f0fa9f535d2587|PLAN_C,0
E-health,E0012084,S0220,auditor,E0012084|11|c5e9635ef32d2cd5|PLAN_A,0
E-health,E0012095,S0175,auditor,E0012095|6|4d3d07adfab137ae|PLAN_A,0
E-health,E0012125,S0082,auditor,E0012125|8|e40524e3d72c2a8b|PLAN_A,0
E-health,E0012132,S0024,auditor,E0012132|6|4d3d07adfab137ae|PLAN_A,0
E-health,E0012152,S0214,auditor,E0012152|2|7204db50ab1c8bc4|PLAN_A,0
E-health,E0012153,S0116,auditor,E0012153|9|1b52383b6d7340e6|PLAN_B,0
E-health,E0012164,S0049,auditor,E0012164|1|31b419a7264af899|PLAN_C,0
E-health,E0012182,S0106,auditor,E0012182|8|e40524e3d72c2a8b|PLAN_B,0
E-health,E0012190,S0025,auditor,E0012190|6|4d3d07adfab137ae|PLAN_B,0
E-health,E0012213,S0188,auditor,E0012213|7|d7f0fa9f535d2587|PLAN_B,0
E-health,E0012223,S0188,auditor,E0012223|6|4d3d07adfab137ae|PLAN_A,0
E-health,E0012225,S0136,auditor,E0012225|5|9df43385773514bd|PLAN_A,0
E-health,E0012236,S0166,auditor,E0012236|1|31b419a7264af899|PLAN_A,0
E-health,E0012263,S0122,auditor,E0012263|6|4d3d07adfab137ae|PLAN_A,0
E-health,E0012288,S0150,auditor,E0012288|7|d7f0fa9f535d2587|PLAN_B,0
E-health,E0012289,S0030,auditor,E0012289|8|e40524e3d72c2a8b|PLAN_A,0
E-health,E0012321,S0149,auditor,E0012321|2|7204db50ab1c8bc4|PLAN_B,0
E-health,E0012326,S0145,auditor,E0012326|1|31b419a7264af899|PLAN_A,0
E-health,E0012332,S0050,auditor,E0012332|7|d7f0fa9f535d2587|PLAN_B,0
E-health,E0012337,S0203,auditor,E0012337|3|364f0a884a0d5051|PLAN_A,0
E-health,E0012343,S0189,auditor,E0012343|8|e40524e3d72c2a8b|PLAN_A,0
E-health,E0012347,S0013,auditor,E0012347|6|4d3d07adfab137ae|PLAN_A,0
E-health,E0012352,S0111,auditor,E0012352|3|364f0a884a0d5051|PLAN_B,0
E-health,E0012354,S0062,auditor,E0012354|1|31b419a7264af899|PLAN_A,0
E-health,E0012363,S0122,auditor,E0012363|11|c5e9635ef32d2cd5|PLAN_B,0
E-health,E0012391,S0161,auditor,E0012391|10|547549b1c17e8eca|PLAN_B,0
E-health,E0012395,S0146,auditor,E0012395|9|1b52383b6d7340e6|PLAN_B,0
E-health,E0012407,S0022,auditor,E0012407|5|9df43385773514bd|PLAN_C,0
E-health,E0012414,S0111,auditor,E0012414|7|d7f0fa9f535d2587|PLAN_A,0
E-health,E0012426,S0066,auditor,E0012426|2|7204db50ab1c8bc4|PLAN_A,0
E-health,E0012428,S0138,auditor,E0012428|6|4d3d07adfab137ae|PLAN_A,0
E-health,E0012436,S0186,auditor,E0012436|7|d7f0fa9f535d2587|PLAN_A,0
E-health,E0012459,S0150,auditor,E0012459|4|161521aa60689725|PLAN_A,0
E-health,E0012468,S0162,auditor,E0012468|5|9df43385773514bd|PLAN_A,0
E-health,E0012471,S0194,auditor,E0012471|8|e40524e3d72c2a8b|PLAN_C,0
E-health,E0012472,S0185,auditor,E0012472|12|ebd40da46d8f3629|PLAN_B,0
